asin,sentence,helpful,main_image_url,product_title
B00000FCBH,"like it is, this is why  this CD gets a 5 star rating.",1.2,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B008FSCNTK,"The choice of music, the arrangements and even the technical quality of the recording itself are very much inferior to what we have grown to expect from this talented artist.",1.7000000000000002,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
0790731886,"To make his act convincing that he knows her, he suddenly guesses her.",0.30000000000000004,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
0761165975,The pocket folders are convenient as are the plastic sleeve pages.,1.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B0015DNIOG,but I didn't keep the packaging,0.2,http://ecx.images-amazon.com/images/I/61qxonlw3OL.jpg,Canon Battery Pack NB-6L
B00B0DWB62,"Was supposed to get it on the 16th, its now the 20th and still have het to get this.",0.30000000000000004,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00L5LDWP8,This is ok if your child is happy to pull their toys or tools around.,1.3,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00HWWDV5A,"Their are 2 versions, American  & European.",1.2,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
B000002KHF,"Morrison, and his imitation of the rough-edged blues of Son House,  Leadbelly, Blind Lemon Jefferson, and Ray Charles, is sprinkled throughout.",1.2,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B0010K8IM6,It increases volume very rapidly after about 50% and,1.2,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B00000J0JF,Nevertheless the basic rules are very simple so would also be fun for quite young players.,1.0,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000FCBH,so just buy it a listen to it for yourself.,1.1,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
0553386697,I rarely post book reviews as i get that opinions are entirely subjective.,0.1,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B0007U00XK,"5.6 on the narrow end is unfortunate, but you don't buy this lens to shoot at 20mm.",1.6,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B003T90WY8,"holds close to ears for good sound, adjusts very well.",1.7000000000000002,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B008MPKAPK,If you constantly use it to tune for sure you are to get pain in your thumb or index finger if you use both these to tune.,1.4,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B000AO3L84,I've added a plastic diffuser to mine which makes it perfect for walk around event photography.,1.5,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
B003IHUHGE,"These things are OK, that's all.",1.3,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B00ITOAYOQ,Ryder breaks Have bought several & ryder always breaks.,1.0,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00C30FCUI,The quality is low and the company knows about the problem and continues to ship defective earbuds.,1.7000000000000002,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B002ZG99CC,"I will say this: if a remake, even if it doesn't quite live up to the original, renews these messages and makes them more accessible to another generation, I'm in.",0.9,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B0017O3UHI,Condo rules mean we can't mount an antenna to roof.,1.0,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B008FSCNTK,The cover lends to a more sexy album than the music conveys...not scandalous music,1.7000000000000002,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B000AO3L84,It is extremely simple to use with awesome power.,1.6,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
B00081NX5U,But for listening to music and sports in the back yard they work just fine.,2.0,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B001NESPHC,Bought this cd to give to a friend for Christmas,0.4,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B00000F1D3,This  music reminds me of Donna Summer at  her best and I am sure that Summer  wished that she could have hooked up with these producers.,1.2,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B001SEQPGK,I'm not sure how other digital cameras are temperature rated.,0.9,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
B00000J0JF,but she could play with help.,0.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0451414047,It was very tragic at the end,1.2,http://ecx.images-amazon.com/images/I/51kOlFQ7DpL.jpg,"To Selena, with Love"
B00C30FCUI,They came with replacement ear pieces in different sizes.,1.7000000000000002,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
014312417X,"If they are not well insulated by a protective layer during a crisis, they look childish when performing.",0.6000000000000001,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
B000UJBY4W,"Saturday in the park,if you leave me now,just you",0.4,http://ecx.images-amazon.com/images/I/713ZDCxq8OL.jpg,The Best Of Chicago: 40th Anniversary Edition (2CD)
B00SVYNSRE,I'd rather be deaf than listen to this album.,0.7000000000000001,http://ecx.images-amazon.com/images/I/71eOmDn76+L.jpg,Human
B000ANVPPQ,"For me, anything John Wayne is good; especially those made in the 50s & 60s.",1.2,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B0010K8IM6,I have this running 2 Rockville RSG12.4,0.8,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B00023GGHQ,Wouldn't go anywhere else!,0.8,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B0007QKMQY,photos for my portfolio work.,0.5,http://ecx.images-amazon.com/images/I/51G31QKNJFL.jpg,Canon Digital Rebel XT 8MP Digital SLR Camera
0783225482,"Mad"" now takes her own revenge on Helen or ""Hell"" by blowing a shotgun hole in her belly.",0.7000000000000001,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B000002KHF,Van Morrison at his best.,1.1,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B000OVLBFS,TO OF PLAYED INDIANA JONES BUT DUE,0.7000000000000001,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
B00000JZC7,Every masterful turn of her vocals and each nuance of the instrumental  arrangements hits home with precision.,1.0,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
B00000F1D3,"I hope  this album sells well, just to show her how much her fans miss her and",1.2,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
0553386697,"In addition, the ways given to explain to your child how they may take charge and understand themselves are valuable tools that I can see a child using throughout his/her lifetime.",1.5,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
1402241372,It's not the worse read but not the best either.-Happy Reading !,1.1,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B003G9ZQQA,The set is supposed to have 91 dominos.,1.2,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
0671015206,"This seems to be the book that always shows up in the top lists for personal finance recommended reading, and I can certainly see why.",1.4,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00013M6NU,"We travel alot, and space and weight are big considerations, so this was very disappointing to me.",1.6,http://ecx.images-amazon.com/images/I/41XR3APDJBL.jpg,Nikon MH-61 Battery Charger for Nikon EN-EL5 Batteries
B000OVLBFS,Get the whole series and try to buy used as they are just as good.,1.0,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
B000OG88NQ,"The center speaker and two back speakers are ""VERY"" small.",1.6,http://ecx.images-amazon.com/images/I/31T-cEmAjuL.jpg,Sony SS-CR3000 Center and Rear Channel Speaker Package
B00B0DWB62,My daughter absolutely loves this water table.,1.3,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00000FCBH,TUPAC IS A GREAT ARTITST PARENTS CHEck OUT THiS,1.1,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00ITOAYOQ,My son will love this toy so much because he just loves paw patrol so much.,0.9,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00C30FCUI,", I haven't tried another sound jack yet either.",0.7000000000000001,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000J0JF,I like it because everyone has to think!,1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00B0DWB62,A few of the bits seem a bit fragile and likely to break easily if young kids & unsupervised.,1.4,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B0000DZTIW,"it's atmosphere, spirit, culture, etc.",0.9,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
0062065254,Awesome story of issues not discussed frequently in society!!,1.7000000000000002,http://ecx.images-amazon.com/images/I/51T9UKYpQDL.jpg,The Round House: A Novel
0761165975,Everything you need is taken into consideration.,1.2,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
0375703764,"When I was finished reading this, I got the sort of warm, fuzzy feeling",1.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0375703764,So glad I got my copy today.,0.9,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0064430170,I would definitely buy again from this seller.,1.2,http://ecx.images-amazon.com/images/I/61ZfoLVFjnL.jpg,Goodnight Moon
B00VG90446,I love to listen to music when I clean my house and when I go on long walks!,0.8,http://ecx.images-amazon.com/images/I/51O-QlBLZKL.jpg,"Flexion KS-902 Kinetic Series Wireless Bluetooth Noise Cancelling Headphones with Microphone, Black"
B0093IZSGG,this is the Bluetooth version.,0.9,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
0671700758,"I firmly believe ""the mind of man is infinite"" capable of achieving whatever one visions of achieving.",0.8,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
014312417X,"Very down to earth, very accommodating, very relaxed..I always preorder his books",1.7000000000000002,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
0553386697,The Whole Brain Child helps parents learn about the development of the young child’s brain and how it affects emotional and behavioral responses.,1.8,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B000W7F5SS,so he and his friends can go fight the evil Lord Voldemort.,1.0,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B001196MG0,That saves me from constantly ripping dirty paper away from clients stepping on it.,0.9,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
B008FSCNTK,At this point I personally have a sufficient collection of Diana covering the great jazz songbook.,0.8,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B00023GGHQ,You can't even buy the single on iTunes.,0.6000000000000001,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B0011000R6,The puffer pop up is a good addition for someone needing to use their pop up flash and doesn't own an external flash.,1.7000000000000002,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B0018QROM2,Do not buy a smaller center speaker for a large room.,1.1,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
0375703764,A great book makes you change the way you think about life.,1.3,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0015450T6,We returned the product as we couldn't get our photo-output anywhere near as nice as the ad claims.,0.9,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
0618871713,"Fun Home is well-written and entertaining, but I did not have an emotional connection to the characters because I did not relate to them.",1.6,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
0671015206,"eremetic horror-writer, Wall Street tycoon, Railroad baron, small-town librarian, legal eagle defender of the Criminally Insane, whatever.",1.3,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B003RHZ66Q,i don't like how much boyfriend stuff,0.2,http://ecx.images-amazon.com/images/I/51VSSaW5VAL.jpg,Barbie: A Fashion Fairytale
B0019FHM9M,Only serves as a radio and headset for cell.,1.3,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B0019FHM9M,I contacted the seller on 8/12/16 their response;  Sent:,0.4,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B000UJBY4W,and I listen to the other one in the car.,0.2,http://ecx.images-amazon.com/images/I/713ZDCxq8OL.jpg,The Best Of Chicago: 40th Anniversary Edition (2CD)
B00005QT9O,so we had to get the DVD.,0.2,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
B00DPKQ60A,"Again good album, great voice and good mix of songs that showcase her voice.",1.7000000000000002,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
